S1 S2 S3 S4 S5 S6 S7 S8 S9 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S20 S21 S22 S23 S24 S25
1455 1880 2235 1938 1243 1652 1879 1874 1545 2181 1083 2760 2063 1278 1755 978 2250 1992 1245 1475 1097 765 455 886 1065
2312 1584 2260 2910 2194 1697 2342 2281 1420 2521 2768 1550 2908 3264 2222 2240 1991 2154 2192 1911 572 651 534 380 807
5857 9187 8235 4613 8600 5443 2079 4076 5698 4253 6406 4335 3922 3730 6489 4439 5224 3748 5019 3760 650 568 552 1023 544
4025 6663 6755 5697 5566 5002 5840 4414 4680 6419 4329 8909 4115 9652 9535 3999 8165 3158 5461 6139 691 811 1491 1450 3228
1287 994 1397 667 586 861 748 1101 797 852 858 1300 679 1384 1718 1418 1311 427 731 1137 10522 8865 7472 13369 10104
105 327 289 230 202 230 202 532 279 294 247 412 313 283 307 509 218 120 572 344 3322 5486 5461 2538 9835
4518 6930 4569 3020 8092 4630 5649 5901 5294 7437 5027 6332 5787 6209 7076 4508 4690 3297 9380 3636 5952 4787 7875 1899 4701
2521 2878 2265 2930 1817 3622 1862 3049 2321 1955 2110 2263 2754 1638 4915 2996 1775 2085 3928 1125 1328 2217 2423 3338 1919
6196 6014 4145 4231 4593 5779 3868 4844 1862 5361 3232 6991 4123 5196 3049 5902 3370 4267 3364 5164 3143 2340 3455 3260 4583
1135 512 671 687 1379 860 964 1190 836 635 779 238 748 1030 645 564 870 992 926 1077 2353 3336 2331 3019 2148
5638 7621 7339 5775 4243 7500 5983 5304 7895 9170 5724 9540 6784 6965 5040 6119 6867 3591 8052 5180 4331 3626 2670 5316 5789
4052 5319 4303 2503 4707 3898 2556 7416 3780 5093 3790 3735 6655 3753 4655 5491 4241 3539 5399 5113 2387 2191 1461 1655 1816
831 993 1308 1747 967 2218 1931 1743 1641 831 1210 1698 1777 1349 1285 1555 1229 954 1893 1897 3181 4097 1227 1791 2185
2206 4048 2746 2081 3291 1877 1992 2923 2127 1717 1778 3306 1111 1835 2577 2832 2526 1473 1286 3354 563 507 411 410 558
2546 2139 2082 2308 2916 4468 2234 2507 2360 4197 3922 2419 2115 2626 2397 1689 2278 2493 2917 2442 709 851 841 916 740
1115 644 1050 930 580 535 883 911 685 554 524 1287 1109 540 1088 695 686 1338 1108 789 816 982 1059 2705 1312
1336 954 632 797 654 938 667 1068 1335 478 761 897 1069 619 825 1519 641 1244 409 593 2754 4910 3691 5136 3627
2061 1477 2914 3918 3446 4499 1941 1891 4496 2349 4903 3618 1766 1500 1745 2009 3867 2545 2944 2368 3878 4895 2133 1882 3977
303 535 870 877 523 519 656 809 1141 609 709 811 783 523 1131 750 561 623 423 1138 3705 3500 4140 4632 4426
8010 6387 6629 8885 10607 4219 5616 6935 7491 7734 6342 6074 4070 8064 6194 8543 4484 6715 8620 2935 40 37 21 31 41
4207 6367 6618 5563 4441 6258 4345 2786 6382 5588 4019 5653 2156 5755 4044 4815 4856 3958 2221 3615 2874 2134 1842 1522 2874
3757 2577 2231 1506 3323 2229 2463 3740 2991 3416 3553 1657 3165 2529 3850 3129 4110 3042 3642 3868 2282 2317 2720 2076 3061
7776 6014 3796 6252 8981 5975 9877 3738 5295 7196 5394 4849 7581 8115 8906 4877 5994 5514 5192 8658 2025 1829 1296 2259 3688
5741 6987 8045 9063 13710 11698 3036 5291 4827 4730 7420 9732 7423 5944 8391 5300 4743 14007 5240 8360 7180 5201 4008 5207 4085
6751 5543 5169 4332 6811 14028 6271 3880 5379 5098 6034 4651 2752 7753 5514 5248 8412 6558 11378 5509 1089 1128 2151 2340 1781
5209 5811 2902 3100 7882 3195 7937 2005 2340 4495 4806 3914 5617 4538 5382 6949 4518 5657 2826 4939 3493 4271 3717 2556 2337
4307 4117 3341 5275 4955 7234 4396 3394 4698 4029 1701 6495 2760 5437 3168 5798 3711 5920 2358 3060 2837 4312 2537 3552 2229
3373 2683 3136 4736 3120 3249 2985 3339 5035 3119 3462 3968 6337 7161 2888 4011 3558 4022 2135 5832 8330 7976 7937 4978 9507
4825 5073 6085 3775 4940 3986 6366 4326 4957 5973 4031 4613 2615 5673 2127 2699 3759 4678 5124 2103 3163 3725 3754 3524 6830
2687 3941 4537 5258 2128 4238 4126 4754 3648 6926 4003 4753 4472 2389 2959 2844 2463 4306 2261 3337 941 1122 589 550 1004
3119 1962 4054 1681 1918 1735 1900 1928 2456 2217 2282 3366 1909 3309 3309 4322 2352 1703 3430 3090 3180 3772 4478 2194 4470
1944 1272 1088 1399 1604 1489 1116 1636 1457 809 862 1716 1387 891 796 644 2351 946 842 2120 2857 1530 2383 2848 1336
2168 3813 1358 3464 1988 4138 3379 4309 3398 4609 2144 4493 2630 3043 2854 1453 3522 2388 3440 3035 1326 3823 3136 1394 1978
3237 3476 4384 4453 1481 3723 2024 3532 1967 2537 2910 3795 2613 5215 4189 2566 2021 3177 2125 3089 1805 1173 1108 856 1259
8657 9552 15680 11624 3836 8192 9449 8594 9335 5153 4820 8136 10152 9492 5932 3463 6896 5834 6456 12642 4356 10333 9980 4193 6282
4130 4233 5282 3989 4149 2936 4713 5733 4417 5297 5007 4514 6093 4019 8969 5915 3962 4901 4440 3337 786 952 786 1765 1249
1163 1972 1541 1672 1527 1681 1805 1151 1704 1644 1169 1425 2733 1238 1424 1312 1582 3054 1839 2086 1120 557 439 995 1207
3027 3456 3749 3332 3799 3321 2672 3012 5175 3162 4710 4949 7650 7578 4411 3963 4879 5762 3762 3054 3465 3875 3515 2609 1799
7250 4429 5297 4645 6740 8842 9741 3783 7645 8214 10974 10661 11805 5944 10265 6631 11093 10723 5813 7985 3648 3792 5797 7092 6537
3395 4184 2150 2390 3482 1738 1477 2378 2458 2403 3342 1817 4032 2478 2992 1953 3027 3220 2577 2274 2106 3895 2652 3024 3401
4311 5030 3648 4278 3844 2912 5485 1868 3091 3212 2829 2974 3971 4525 2636 2560 5301 2285 5361 3917 569 1085 673 956 788
607 641 927 1698 1119 1163 1503 737 809 1262 755 1000 1287 1296 1315 893 980 962 840 1184 1253 1520 993 1008 828
2034 1767 2328 1793 2413 1695 1523 2800 2661 1518 1825 2133 3127 3087 4215 2201 1757 1465 1267 2953 1780 3912 2627 2960 3233
1272 3225 2099 2575 2261 2791 2095 2414 2677 1481 1386 3876 1962 2680 1321 2618 1574 2688 2808 2735 230 331 465 306 181
467 570 336 462 555 382 608 471 385 472 514 668 614 463 444 484 238 661 650 470 657 408 542 1054 750
225 169 391 172 323 231 220 330 296 215 541 327 192 230 288 380 352 239 420 217 1772 1743 1585 3810 3074
2553 2613 3923 2783 1674 2756 3676 3196 2095 3614 2498 3260 4358 3230 4620 3328 2008 2890 4216 2474 4126 3573 1563 2385 2452
3137 3083 4860 3744 4509 2124 3230 1717 2168 4619 2593 5234 3512 2748 5986 3577 3041 3071 2487 3210 4537 4261 5075 6649 6071
3776 3315 2530 2190 1523 2018 2589 1815 1940 1579 2742 2644 2563 1794 4431 3339 2482 3509 2003 1928 2180 2276 3501 1549 1439
519 595 841 950 931 779 879 810 1024 834 430 1365 422 923 862 868 654 1192 885 217 1155 1367 729 1151 1718
1406 1418 1334 2597 1818 2364 1643 616 1268 1535 1148 2157 1006 2213 1210 2286 1486 1687 1902 2655 3459 5464 5093 5123 3147
1974 2149 1751 1573 1020 4702 3766 3914 1724 2051 3508 1793 1934 1337 2487 2139 1653 2230 1952 2441 1722 1611 1497 1169 1191
1450 1451 1284 961 1195 1974 829 1132 1820 1668 1199 977 1535 1204 1823 1524 1403 1849 1292 1314 4996 3466 3050 6250 6330
234 312 384 145 258 160 240 278 402 279 134 373 241 335 242 316 518 284 395 140 9334 9937 6046 7298 18218
1886 1152 2114 2774 1711 2446 1306 2376 1981 2691 1528 1295 2277 1279 2381 2718 937 1711 3047 1239 3153 4882 3615 3852 5837
5036 2713 5404 1973 3780 3965 2610 4407 2807 4394 3438 4123 3491 3274 3138 2583 2730 2653 2065 2636 2509 2629 1844 5345 2276
6112 3248 4813 5739 3987 5141 9869 5105 9081 6798 5593 3115 9407 5706 6938 12611 5014 4733 4128 5344 622 732 761 982 896
1169 1208 1537 1283 1099 1477 1028 705 1115 1328 1299 1999 950 1360 1089 2057 1874 1334 1973 811 2068 1531 2446 2078 1839
3135 2498 3487 2336 3545 3726 3931 2176 5318 3332 1840 4591 2912 3227 3421 2758 3598 4417 2585 3864 1516 1407 629 3009 2571
8188 11230 7756 12064 10156 11484 11632 7813 12150 11693 12278 10140 6376 9718 4677 12410 5898 8767 6559 14111 2467 3236 4030 3713 5933
4136 4482 2399 3507 5045 1659 4134 5124 3978 3510 4029 4113 7544 4007 5113 3916 3722 5372 4088 4951 9802 6727 5782 3828 2950
164 205 267 315 265 188 120 208 263 166 244 258 305 159 291 166 178 165 272 151 1158 1108 1188 1781 909
1033 822 1843 1993 1617 1861 1079 1449 1617 1427 1170 1855 1466 2727 1092 1266 1250 1756 1174 1594 1542 1875 1938 1923 776
2433 2984 1434 1086 3296 999 2127 3066 3742 4377 1594 2347 2104 1964 2845 2190 2347 1975 1303 2677 379 238 212 586 549
3460 1974 1961 4235 3194 2990 3277 2522 1484 1748 3106 2246 5089 3375 3670 2868 4519 3317 4050 3725 5688 1692 2033 3615 1834
4777 6434 8364 4820 6182 5592 4702 7286 5139 6333 2994 5451 5486 3589 4687 4718 4131 5639 3133 4229 2598 3497 6991 3102 3543
3388 3317 2961 3657 4110 4376 2979 2405 2991 2248 5891 2816 2432 3744 4180 4195 2861 3485 4025 3515 4009 9552 2778 5947 4537
784 1282 1481 1292 1011 913 657 1390 1019 1052 1147 1099 774 570 732 876 1077 870 717 1437 5318 4417 5648 5194 5711
4074 1447 2820 3443 2399 2940 3283 2913 1720 2307 3769 3205 1835 3890 3032 2160 3145 3410 3236 2683 2480 1808 1974 3914 2573
1549 2355 2840 4405 3900 1903 1461 3992 2618 1138 2093 1561 2463 2490 2537 3549 2051 2006 3274 4944 863 788 1186 1052 582
3043 2286 2429 3819 3131 3031 4230 2003 2163 2535 1979 2683 1886 1748 4076 2765 1626 2451 3390 3042 3802 4332 3787 6535 4845
638 754 762 978 499 1114 882 1362 472 762 364 1297 1038 819 613 561 837 506 800 1223 1617 826 1804 1269 1600
3100 3655 2925 5190 2709 2692 3255 3140 3586 4631 1524 1463 2298 3244 3575 3790 3103 3453 4288 3739 1963 2386 1652 1180 3102
4591 2550 2614 5017 4670 3843 3331 4827 6087 3286 3392 5009 4837 5041 4122 4500 4773 2581 2525 5589 4732 6232 8240 7011 6311
9099 5613 6846 11040 6306 3192 8821 8921 5920 9037 8071 10080 7150 5070 12829 7206 6993 4933 7851 4996 2948 2908 1640 4215 3087
2074 1508 825 1239 2589 1434 3010 1486 1441 895 2496 1998 1510 2289 838 1846 1081 1790 984 1272 400 615 414 367 558
1582 2080 1137 2874 703 2783 2279 1611 1009 1871 2411 2031 1202 819 1830 2378 1886 1795 1330 1880 2474 3813 3299 4644 3574
467 320 379 254 191 322 731 206 820 460 532 482 613 266 324 367 333 681 646 569 1156 1613 1854 1761 1092
2081 3205 2215 1990 2746 1321 1940 1676 1382 1564 1707 2385 2814 2264 1757 3148 1372 2070 2701 3376 2757 1115 1473 2358 2595
569 368 503 235 381 438 308 641 553 363 202 288 373 312 543 321 513 412 363 309 1242 3483 2127 4251 952
1709 1197 1038 1646 1385 926 1155 1284 1983 2011 1731 1183 1141 1656 1345 1291 1276 872 1322 2159 1905 1517 829 1437 1235
2791 5516 4218 3843 4131 2718 4773 3868 4694 3384 3115 2848 1447 5705 5994 3781 3421 4337 3715 4806 848 623 804 291 778
6090 3656 3310 3999 4245 2547 3997 2382 6847 2520 4695 8772 3676 2669 2153 5129 2876 4172 4630 4678 9024 10382 4116 5429 5574
1457 982 2247 2334 1908 1756 2141 1777 2027 2647 2558 2028 2682 1337 2476 1885 1165 2426 2117 1254 228 339 182 298 304
230 268 211 165 429 449 279 204 467 256 238 387 118 303 372 280 324 335 282 177 2456 3246 2089 2509 2755
2826 2366 1678 2289 1890 2264 1922 2465 2322 2686 3095 1426 2586 3475 3683 1291 3757 2552 1934 3181 1825 3082 2829 2533 1944
6236 2912 6255 4859 7577 7581 6101 6107 6143 3512 4774 6043 6626 6572 6205 4719 5276 4163 7235 5129 1382 1194 773 1649 1436
2508 3214 2668 2305 3164 2321 1320 3276 1803 1755 2030 3824 3759 2665 2282 2573 1407 2963 1600 1784 4171 4933 2458 4614 2141
1281 1683 2685 3484 2806 2307 2436 5101 2628 2326 962 2329 2806 3740 2407 2694 2935 2851 1580 1465 7899 6529 6893 5527 6109
800 731 771 847 657 1057 683 744 780 902 1167 799 673 543 829 736 480 687 684 918 2293 2993 2342 2922 2198
6511 5961 6330 6762 10454 8712 11666 6756 7098 7895 4093 9677 6963 3488 6090 6805 8261 6336 9284 9835 539 733 544 552 557
7907 8794 5309 7087 5698 4457 9391 3519 12304 6061 6374 5850 4257 7472 5928 8487 8620 8621 8657 3466 773 647 1039 630 1011
8100 6550 4073 7600 2541 7754 5315 3077 4654 5159 3078 6909 7492 7231 6534 8395 7522 4676 4274 3042 2534 3953 3362 2705 3645
2174 2423 1813 3177 3623 1820 3504 4683 2143 1915 3259 1196 3506 2795 3684 3348 3019 2374 2016 1853 635 3107 2788 1912 3403
1117 1717 1389 1062 1787 1111 1200 1788 1177 881 1349 2481 1738 621 743 1364 1048 1069 1372 1713 1053 1458 1324 1379 1332
10570 7740 7395 8919 11574 7978 7628 6300 5977 9218 8331 7923 9250 14239 7856 4863 9037 5678 9694 14843 3884 4648 4962 6019 2697
948 401 1100 595 1023 1215 1308 662 1005 653 657 496 1422 1139 921 830 497 1132 807 1121 4649 4521 8159 8920 9049
2483 4252 3078 2561 3464 2583 2935 3930 4154 2867 3019 1690 3979 2606 2559 4514 2487 3554 1918 2502 2944 3768 2486 3313 2394
2078 1750 1049 1323 834 906 862 586 2855 2517 1289 772 1238 1432 1991 1428 1357 1579 1810 1011 791 493 1117 599 589
1211 685 1406 1482 1657 1066 1354 2078 1287 1127 1037 1463 892 1694 1014 1189 662 1009 2048 1034 1047 2109 1078 1677 1255
2681 2493 2323 2379 3390 4645 2210 4694 3854 2669 3123 3384 4140 1936 2354 4103 3120 2453 2912 2079 896 760 848 734 657
1733 751 2283 1002 937 2406 1736 2149 1405 2085 2320 1785 1906 2350 3342 1808 1809 2087 1722 1902 4783 2022 3309 2593 3152
6205 9727 6423 5102 10064 6016 4789 5745 4447 5083 5430 3845 4229 4383 4394 8676 6827 7418 6366 6017 2415 2070 2107 1186 3382
2719 3298 2814 1901 2169 1608 2464 2957 2064 1212 2901 1835 3195 3589 2364 2481 2476 1975 2526 3365 2831 2696 1491 2375 2134
3256 2402 5426 5499 4113 2926 2272 1892 3972 3329 2325 3385 2810 2755 3809 7179 2068 4478 5566 3547 2682 1886 1179 2089 2872
4769 5665 7874 5460 5938 5607 5182 4496 6904 3070 9823 7239 6499 5788 6976 6916 4817 7072 6262 4159 4572 3937 3468 5823 3008
581 995 1345 855 809 610 1041 679 1205 829 891 979 1016 1199 824 1093 952 1203 1301 829 4139 4440 3197 4364 3787
1494 3194 3120 3208 2225 3570 2138 2561 1506 1711 1927 3190 3674 2677 2388 3813 3440 2831 1061 2660 5247 6172 5642 5708 7972
1140 1653 1186 1918 2824 1360 2282 1731 1676 1557 1136 1869 2314 2432 1786 1569 1649 1196 1495 1170 1868 3105 2879 2422 606
3951 7560 2238 6083 2436 6552 9375 3194 3955 6316 6211 3374 4750 4218 4519 5578 4684 5581 6809 5588 4278 3122 3768 2615 5526
1912 2261 2588 2116 2033 2268 2372 2923 2479 1657 1384 2979 1685 685 2364 2149 2605 2678 2228 1521 4584 2727 1609 3784 5133
2079 1499 2139 1380 1341 2002 1130 1540 1559 2070 2383 1798 1879 3018 1584 2185 2571 996 1881 1024 4129 2336 4937 1916 5418
8965 9059 27961 10090 12986 19136 12852 17725 15597 16816 14015 15774 8373 13959 16786 16476 16511 22888 12401 14924 5587 4798 6124 7085 12355
4610 5396 4542 2708 4457 3552 2291 7010 3935 2719 3022 4584 4239 1038 3723 5362 4375 5731 8106 5021 1662 1750 2579 1964 2482
367 334 552 519 394 421 733 725 476 824 739 482 450 446 411 430 415 326 309 459 2319 829 1090 1732 793
1348 2020 1434 1747 1418 1665 1671 771 989 848 1491 2901 1775 2233 1533 1170 2339 1420 1214 1696 1783 1694 5405 2685 3291
3612 3073 2112 3431 3154 3020 1989 3086 3490 1642 3325 3141 3349 3930 2278 3794 2392 1674 3627 2109 1774 1091 437 1406 1306
3249 1162 1222 3819 2468 3151 1609 1596 2505 1396 2713 2367 1408 3322 2485 1304 2803 2004 1939 4847 2736 3279 6077 3634 3838
2619 3772 2517 6278 4151 2806 3665 5942 3176 4582 4234 4861 3405 2541 3444 4434 4893 2752 2954 3904 1158 1186 872 750 1102
6607 3981 3878 7672 4944 4356 6808 4932 7004 2753 6410 10934 6947 5999 5761 5007 4019 7569 3976 3995 3127 6329 6217 3592 7746
1033 1165 1408 851 803 1208 1256 2263 900 767 1264 738 1035 923 727 1441 503 1431 571 1423 2131 1752 2231 1745 1091
3749 3904 4133 4796 3496 2168 3129 2994 3532 5784 3481 4603 3459 1441 2327 2249 4288 2001 2393 2250 3723 2900 5294 2474 2314
324 404 454 393 463 224 680 223 225 484 203 380 269 508 684 543 436 297 400 285 3409 2436 2631 1938 1509
1233 2351 1482 1735 3982 3484 1322 1664 1605 1758 2063 1543 1997 1866 1825 1715 1748 1215 1916 2570 723 858 1210 860 983
583 344 886 826 481 597 896 706 879 842 642 621 946 743 409 696 844 578 739 445 1125 1661 1674 1226 1393
2592 4561 6330 4088 1746 4121 2461 5634 3527 2585 4814 2637 4175 4681 2796 2621 3154 3240 6745 4010 4296 3052 3682 2447 4019
4383 4977 2657 2866 2422 3394 4624 3081 3783 3727 2889 4353 4066 3258 2634 2354 2470 5078 5939 2629 3438 4516 2565 5991 3356
1413 1778 1532 1635 2217 1126 1562 2707 2118 2021 1394 1273 1099 2270 1835 2359 2258 1142 1356 2300 4171 2266 1358 1452 3419
3459 4656 3674 2947 4620 2916 4274 4524 3167 4880 3017 4790 3379 3142 1896 2737 3206 3753 4782 2752 4654 2896 4497 2436 2882
84 121 142 36 77 79 105 65 92 71 159 61 149 78 99 84 104 126 61 74 2102 1930 2416 2464 2121
1330 1002 1054 695 787 1507 1821 533 1362 1231 1022 1101 898 1331 927 1135 578 775 954 1010 1992 1687 1764 1834 1798
204 276 188 172 180 219 223 334 191 217 364 137 236 150 145 212 169 165 175 186 1369 3255 2795 2222 1406
2111 3116 2807 1526 1322 3045 1590 4042 1725 1359 1030 1370 2476 3147 2071 3172 2991 2633 807 3102 7423 6312 8233 4842 5637
1835 2293 1856 1739 2104 2486 1419 1746 2276 1613 2381 1065 1659 1738 3891 3049 3136 2632 2114 1685 945 691 1724 736 1490
1970 1604 1304 995 1109 1067 2066 924 1347 1980 1231 1256 1249 1151 944 1352 3099 1220 1544 2616 2933 6856 3298 2872 6671
898 1503 1118 1068 1107 1073 1181 582 1509 1535 1571 1326 1511 1778 1637 2095 962 1362 1494 1835 1377 1555 955 900 1675
4776 4422 4391 4479 2421 4902 4652 4712 5698 5068 3989 5993 2775 5260 4764 5870 6166 5310 4858 4851 2989 1829 2202 3818 3163
3670 6061 2936 5613 5875 4485 6179 4458 4669 7768 2906 4999 6612 4183 7411 5157 7802 3219 4983 6641 2568 2960 2697 1269 2670
3141 2606 3683 2391 3439 2893 3352 3468 1810 1846 901 3257 2992 2368 1572 1737 2676 3736 2451 3467 5395 5852 6515 4472 3908
1784 1770 1737 1663 1680 2595 1800 1303 1414 1182 2110 1718 1986 2222 1778 1039 1644 1318 1599 1468 5105 13670 8994 5779 6801
5195 3840 3011 2139 4655 3616 2231 3719 5043 4288 4911 2955 2822 3112 3277 4424 5374 5822 3824 3726 1799 1288 1254 1327 1369
151 199 122 422 121 96 196 105 115 196 184 206 132 178 199 179 59 175 100 192 730 851 950 531 413
5379 3119 2661 3076 2281 4001 2580 3902 2727 2841 5080 2409 3506 6014 2751 2775 3211 3121 4364 1511 2614 1756 1961 2751 1040
701 2093 1050 898 1467 760 1749 1559 1003 1192 627 1362 1153 2739 1765 1900 1142 511 1077 981 2172 3685 3435 1498 2900
4979 5603 5535 6864 7066 3881 5750 7627 5373 5596 6526 4832 3412 7391 6772 7470 7892 8421 5071 5373 2048 2358 1438 1056 1329
3157 5510 7570 5419 6653 4950 4878 6091 6823 5432 7866 5449 6760 5093 4865 4975 5915 6129 4448 4640 802 1989 1404 1524 2385
3072 3695 5531 3460 4335 5455 5608 3345 2428 4581 4574 3899 3517 5399 2987 4361 3629 6650 3924 5489 424 320 668 602 687
1809 3005 2446 3210 3757 5497 1965 3806 4827 3506 2534 4720 3545 3865 1943 5852 5524 3966 4874 2762 5754 8047 9227 6050 4075
1129 1704 1227 1445 2785 814 1268 1929 1547 1343 914 1854 2234 2012 991 1490 2425 1966 1829 1415 3634 2051 2058 3554 2662
767 778 1245 1751 1261 815 583 791 1126 488 510 550 739 1901 1100 775 1459 867 575 568 4404 4694 3369 3272 3327
682 474 700 427 594 431 451 505 369 500 442 667 219 378 669 686 399 652 224 343 2706 2680 1935 1275 2870
8414 7065 3505 4983 8571 5329 5769 7469 5083 6899 6146 11419 8016 6723 5779 6963 5537 8897 2497 4757 5420 3824 7184 8152 2910
850 444 422 933 552 916 455 541 857 342 811 441 413 998 586 293 805 447 687 996 872 1398 1091 1880 3506
712 623 718 653 311 1213 829 820 1249 1012 969 983 1100 896 570 911 654 1154 589 937 1981 1488 2829 1734 1869
229 248 306 515 202 280 301 321 528 234 208 153 659 288 560 177 234 388 330 477 1461 2899 2828 2155 2124
4826 3565 2983 2517 3671 4074 4804 2966 5002 3428 4288 2978 3573 3533 3242 6140 3586 3770 2141 3902 3310 4189 2384 1898 2605
1300 1659 2915 1113 1189 1438 2474 1643 2224 1639 1374 1587 1771 1607 1736 2271 1929 2534 1511 2025 2094 3246 3935 2030 2190
454 1250 575 390 574 798 799 615 421 887 653 551 579 850 719 694 681 588 1258 589 1449 867 749 873 1157
2747 2853 2340 1871 1442 4073 3885 1948 1430 4908 2295 4966 1791 2259 2240 1768 2746 1569 3272 2731 9123 3735 6426 5650 9669
5466 6416 6258 4805 9694 3963 5022 8238 5215 6403 3416 6601 7433 3138 7895 5808 6427 4192 4111 4753 4806 4471 4176 3310 5352
1011 1077 2210 2477 785 718 1567 1791 877 1353 914 1536 1705 1564 1418 958 786 1396 1819 1129 1328 913 817 1082 1283
9192 10042 9397 13182 14063 14113 15614 10325 10687 12923 7179 10177 11281 9301 11509 16139 11107 18821 10352 16971 2084 1819 2693 2439 3737
1370 2200 2473 4296 3288 1813 1789 1973 2082 1529 2090 3523 2144 1267 2343 2116 3847 2237 968 2902 8591 7665 8385 9287 12308
3076 2055 4069 2183 4086 1502 3049 2517 1057 1743 2885 4139 2697 1971 2205 3032 3185 2906 1637 1575 4213 7301 9841 10952 8365
90 77 137 188 102 78 73 127 70 94 77 82 121 129 73 121 66 75 143 83 4573 3300 3189 2180 2242
3451 2517 4592 3008 3144 3090 4018 5905 3450 2871 4655 3437 3194 2146 2661 3431 2277 3524 3199 1826 623 860 471 914 1164
1017 834 1143 1838 1807 596 1600 1778 1616 1031 1163 1384 899 1051 1462 1315 1069 1586 1746 1083 6247 4353 4267 5755 4784
2753 2553 2757 2424 3320 1370 4214 2178 2547 2307 2364 3146 2731 2833 2699 5163 1863 1753 1808 3063 120 124 109 267 175
1477 2187 2232 3512 1951 1383 1981 2407 1347 2502 3647 1747 1485 1019 2083 2334 2017 1599 1501 1892 3269 3430 2234 3455 4242
1176 1324 1435 705 1277 1361 774 1054 933 1129 668 593 927 781 870 722 1005 1372 1089 545 1472 907 613 748 496
5715 7346 7753 3826 7371 5479 9671 5915 4401 5098 3772 4347 3900 7537 3693 5993 5940 4218 3174 5424 2021 2306 1711 2153 1935
1568 1633 1242 1220 729 557 1680 1230 1451 1074 1256 1099 803 1159 979 889 660 923 752 1098 1888 3005 3828 3794 1803
13111 8841 10533 5491 3158 7531 9252 4860 11318 5666 7250 9086 16332 7242 14541 3977 13073 9223 9399 6581 1617 1492 1802 2225 2270
