S1 S2 S3 S4 S5 S6 S7 S8 S9 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S20
985 3324 1444 1319 514 2570 1149 4123 1109 2932 2436 2024 1911 2880 1981 2033 1017 843 4373 3217
2999 4326 1999 1881 1427 9487 3211 6116 2070 3763 11828 24359 28050 38553 14267 9740 9301 8011 17260 14883
1049 3712 1139 1144 1120 4094 1848 4652 1609 5434 1751 1500 3657 3621 2721 1006 1720 1094 5502 2784
823 1458 2130 980 622 1154 1972 1326 646 1517 1301 2548 4339 2275 1539 1443 624 1146 3434 2354
1862 2858 1680 2103 506 2853 2415 4787 1144 2713 3901 5451 4193 4641 4139 3710 1963 1691 7449 2951
567 943 433 325 673 1205 896 1715 430 1879 551 1390 1542 1677 689 1033 691 940 1784 1186
983 2779 1332 1082 1277 2622 992 4014 908 3660 1648 2260 6145 5346 2097 3115 1532 1508 2549 3109
530 1141 706 694 540 1797 1667 1581 647 1320 1694 1738 3058 2884 1266 1043 1242 879 1268 1246
212 620 515 215 274 490 824 855 259 445 795 1084 1019 1297 381 724 341 415 646 856
133 285 200 116 80 372 149 460 147 513 183 450 522 666 165 384 227 339 763 416
2736 6982 3345 2248 1616 5839 5175 6307 1639 12650 4433 7135 4236 10738 4302 6599 3295 3991 6617 7838
3331 9910 3440 4915 2180 11820 7156 13694 2654 8617 6096 16074 16673 13263 9238 6716 5869 5240 19152 8027
1106 4842 2565 944 891 2848 3015 4851 1870 3790 1995 4272 6300 4190 1688 2130 2616 2571 4098 7169
636 1180 481 730 565 1726 2030 4066 620 1950 1166 4084 1358 3046 893 2258 917 1446 3111 2217
2024 2392 1387 1810 934 5889 2480 4222 936 4193 2874 2617 5461 6648 1518 2143 2162 1294 5533 4051
1549 7524 1657 3438 1240 6387 5745 4963 1300 6922 5470 11468 3683 4951 2034 4785 3088 3396 6420 5056
197 1019 408 337 616 1267 875 958 226 980 742 1270 2193 1003 957 786 751 561 1581 1243
1713 3718 1423 1914 1449 3585 4281 2687 786 3977 2330 1770 5031 6693 1576 3077 1478 1618 5249 5281
2244 9431 3063 2854 1990 4262 2878 3621 3621 8660 3344 12044 11332 7239 2888 4958 1550 2178 7821 3185
669 2406 1252 487 853 2148 1569 2936 1067 1697 1117 2459 1128 2311 2065 1271 1148 1840 2764 2752
582 1288 891 800 933 1224 1622 2071 630 1923 1716 1352 2473 2529 1904 1172 955 275 2962 1527
1803 3301 1821 2908 1941 6213 3917 4623 2344 2926 3307 5900 8027 8434 2369 4922 3408 2243 10050 6490
927 2980 1971 957 893 1925 4640 2804 1352 3215 1675 5628 3973 6610 1677 2620 2100 1473 2284 3172
1590 3290 1527 1262 1805 1434 2657 4790 896 3270 4443 14712 13356 17235 5975 8091 3345 3187 18017 15640
408 1637 641 671 899 905 1227 2131 667 1897 1225 1673 3117 2036 578 1353 1149 693 1563 1847
976 3890 1447 541 1357 4020 2310 2334 1049 3467 2028 2765 2382 5364 2041 2600 1316 1080 3645 4207
455 1270 580 332 373 1604 1976 1264 853 1310 1022 986 1508 2399 603 973 830 556 2563 1102
1201 1730 1490 819 640 1591 1548 3769 1249 2035 1325 3892 3874 4759 1904 1395 1151 747 2215 2197
186 608 202 98 137 436 258 297 271 731 167 730 554 435 388 385 206 222 567 530
1031 3645 1533 1060 583 1599 2533 1508 938 2473 1865 4583 2166 2991 2011 1592 1406 2178 6079 2810
522 2849 715 547 719 1821 1975 1902 402 1968 1984 2303 2728 9525 2174 1993 1709 1843 4799 3146
821 2767 667 748 613 2752 994 1838 626 853 1114 2808 2966 3546 778 1232 1892 936 3265 2098
232 1098 627 463 530 1752 1342 1019 477 1705 1235 1774 1902 2140 543 770 815 435 1270 2190
178 434 195 216 189 361 491 427 163 370 267 768 796 800 343 545 184 372 556 486
247 416 372 226 456 821 304 485 237 474 222 928 986 1243 161 224 286 185 418 793
963 2403 1037 788 1125 2356 2456 2786 1052 4306 591 2050 1090 1345 584 770 1157 882 1726 936
1001 893 350 686 355 937 1005 1447 475 2310 1175 1857 2022 4333 1102 1429 781 1706 2713 1198
520 1489 1002 832 788 1607 1891 3739 473 4316 1581 2510 1776 3148 872 1906 937 1148 4249 2412
1289 7555 1702 2560 1637 5759 4320 4775 2263 5299 4023 3847 8208 6521 2710 2235 3542 3653 3706 8845
1283 4191 2573 1226 2233 6122 3618 6377 1535 5580 3566 3323 4863 7475 1401 3297 1461 1913 4316 3701
438 974 676 639 607 1372 1524 2754 1088 1577 1177 2251 1947 2502 1139 1027 1109 1514 2490 1491
767 3828 413 666 1097 2543 3644 2322 834 5149 1896 3865 5994 6443 2193 1805 1263 1962 5449 4640
235 1557 725 653 409 1252 791 1166 335 1371 1238 2739 2788 2863 950 1366 1157 548 2053 1122
2373 1369 1255 1359 1171 2758 2163 5926 1056 1874 2351 5533 2830 4063 1570 2457 1670 1631 3983 4001
1088 1788 1479 947 1835 2310 1524 4263 981 2528 2381 2882 2891 2466 1347 2090 590 1357 4290 3333
198 516 308 327 204 498 374 985 253 407 421 1082 771 950 387 337 204 473 983 931
1711 4562 2433 2444 1427 2860 2949 6242 2732 6142 4134 4238 4070 7920 1640 3013 4147 1983 3560 3218
940 2919 946 812 673 2935 2533 1960 1646 4726 2284 2206 3720 2896 1545 1238 2101 1199 1854 1478
2450 6469 1977 2340 1713 9493 6748 4758 1943 6907 6781 10380 8198 10029 2139 5140 2209 2014 11543 8154
1188 1384 1030 355 442 1850 1051 1963 1058 2671 1043 2497 2157 2205 1123 1456 1292 1180 1655 1234
192 532 426 238 344 526 944 680 213 611 429 1090 897 676 513 512 211 542 2178 609
2007 3678 1996 3394 2610 6941 5827 7417 2379 7922 9699 6895 8957 3074 3725 5257 5047 3098 7030 6453
1187 3298 1923 1348 1240 4397 2938 2407 1539 3512 2475 4773 5587 5628 1258 1367 1368 1447 5095 2954
387 789 441 354 313 722 790 859 265 620 1040 530 1147 1141 681 709 413 293 1004 742
383 613 422 370 497 437 735 786 373 1001 608 918 1005 951 564 364 401 405 756 343
3307 5267 4034 2388 2464 6690 5073 4982 3365 5325 2222 13926 12542 9626 4725 3513 3131 3638 7463 6523
1698 4672 2630 1123 1877 2656 5343 4856 1771 3082 2148 6985 7451 3706 1879 2746 1610 2277 5947 3635
808 1519 1123 1139 715 3379 2846 3542 973 2577 1106 3466 1914 2903 3995 1971 914 2050 3296 2575
797 1954 1079 1373 1324 2580 1939 3052 571 2952 1623 3283 2219 2597 2181 1007 1594 877 3652 3291
2236 2853 1243 1207 1207 2551 5541 5062 2092 9022 3073 4790 7005 9187 6513 3424 2791 2877 3787 7159
2519 3034 3116 3347 2909 4754 7306 6598 3424 8224 4285 10736 7479 8846 4675 2503 5284 2364 6893 3790
1102 1956 2270 1924 2115 5586 5116 4536 2853 3647 3732 4251 5250 6522 3753 3795 3693 2049 3821 5933
1951 4148 1782 2254 1405 4393 5519 4984 2883 6432 2748 9344 8850 9952 3197 3868 3088 3922 4815 5236
176 1364 368 507 508 1110 1060 1830 313 1012 740 1709 2366 2022 925 786 459 1137 1521 1882
1015 2495 703 985 1329 1917 1050 1867 1210 2493 1866 3000 3698 5635 1841 2073 1292 2306 2178 2768
766 1765 1027 521 859 1493 2684 1814 938 2347 937 3151 1240 3129 1558 2052 755 2051 2748 1236
247 1140 540 305 159 1005 603 1187 368 1001 418 1006 2426 1694 1345 636 512 411 1368 1254
1659 3085 2253 775 2452 6885 3097 5077 1238 3128 2338 4907 4475 3168 1327 2992 2249 2721 3618 4646
824 1869 1374 1271 1654 1799 1844 4453 1469 1971 1877 1663 5771 3114 959 2475 859 1536 2704 3172
591 811 593 409 452 2276 639 1782 981 888 1002 1967 1521 2315 658 1724 617 923 1077 1498
2220 5425 3450 3759 4253 7794 4595 10858 3161 11098 9820 10173 13400 16090 7374 4642 3985 6215 5235 6840
1007 5105 2754 1528 1130 3103 2987 4140 1870 5484 3527 8441 6828 10498 4143 4268 2922 3828 7794 5520
514 1045 378 478 277 1595 1004 1640 332 1078 622 611 1426 1541 568 860 434 755 1746 767
246 548 209 557 303 969 755 810 491 1024 610 1450 821 1439 329 876 254 429 1238 1071
1089 2780 1721 1419 1362 2536 5237 2395 1131 2921 2835 4016 6394 6863 2398 2662 1407 943 5662 2616
1224 2430 1411 1804 2334 3201 2910 4592 2385 4519 3846 4107 5829 7612 1332 3083 1602 3754 4568 3682
1069 2964 794 932 458 1432 1633 3314 454 1441 926 2019 2383 3121 2230 1069 893 1704 2629 2596
1181 2590 1730 937 1053 2398 1698 2698 1022 3030 1570 4300 4670 3717 1654 2055 2779 1783 4684 2232
685 1175 534 435 535 1418 1147 541 235 552 707 1501 737 1400 459 633 534 596 1901 823
2613 7987 2847 1263 1745 9076 5548 6400 2797 9838 3041 5812 8486 11221 6125 5363 2242 5053 7415 9053
289 1077 307 655 224 768 943 1220 329 1376 253 229 535 337 234 385 232 175 239 214
2247 3726 1163 1702 1557 3803 4981 4109 2499 7196 3095 3497 5117 10515 3524 5811 1927 1942 7219 3602
575 1312 985 1131 504 2847 1306 1907 968 1352 1983 2006 3004 3657 848 1842 859 1735 2413 3160
587 1764 1037 847 947 1313 1203 3203 545 2913 1257 3575 4723 3639 1210 2185 1312 939 3052 3760
688 2066 1043 1019 669 3022 1429 2071 844 2521 2759 4885 3972 3556 1378 1071 794 1616 2773 4079
440 705 856 523 354 1118 753 1392 527 793 480 1132 1484 1539 817 609 485 352 1395 1051
162 576 327 418 189 580 513 1053 256 633 622 770 760 1261 323 492 179 635 959 551
901 1680 1493 739 1105 2895 1523 2503 1595 2448 2018 3477 3768 2681 2568 3210 1705 1056 4613 3792
666 1542 1065 438 995 2310 1347 1573 728 1497 1339 2267 4155 2691 606 1820 1272 1148 2096 2157
2662 10121 3810 3503 2418 8524 6690 6737 4257 9229 6106 8777 7217 11190 4675 6659 5538 4097 9048 6374
917 2546 1295 695 1958 2361 2232 5166 932 5784 2267 4853 2717 3047 2523 1563 1192 2704 4418 2244
398 412 637 333 379 788 789 781 539 1322 414 1616 1614 1962 729 529 409 594 1132 1073
307 889 225 120 142 1082 356 575 302 443 266 582 727 862 310 835 566 400 704 823
1152 4925 2596 2538 2892 5167 3768 7763 2101 7864 1965 6322 7101 8467 3309 5992 2455 3205 7015 3896
194 848 443 253 176 740 909 1230 490 1283 469 585 969 1029 758 460 364 611 463 1001
1883 5043 2903 2183 1475 4665 1756 5345 2700 6298 2840 3106 5712 7853 3240 4317 3182 2847 10657 3274
1873 8574 4246 1782 1541 7178 6481 11727 2438 14766 5441 13339 16657 12570 5743 3379 3854 6438 4830 12367
450 956 412 957 815 1043 1150 1437 682 698 545 2913 2386 1973 1193 927 688 756 2789 1478
882 2339 1384 1352 2281 3262 5237 6182 1560 5024 4559 10407 7197 5032 2005 3586 2821 2287 7520 3080
440 735 264 329 297 819 754 888 344 818 368 1185 993 1704 458 1032 488 366 890 785
2348 4318 1213 2303 4269 4145 4377 4091 1896 5245 3287 6132 6677 6043 1922 3810 5593 3635 4306 6727
824 1393 1059 518 1172 1543 2632 2028 904 3030 1136 4407 3142 2410 1241 1915 1266 1532 4586 1541
279 595 389 442 165 851 435 1033 371 1324 578 943 1039 1112 381 687 626 620 857 1121
479 1142 633 726 516 1511 1547 1877 994 1520 1527 1176 2230 2671 781 1049 501 1354 3644 1205
892 2812 1461 883 906 4680 3507 2838 1892 2710 1475 5447 4969 5061 3439 2326 1625 1637 4451 2977
649 2339 758 786 1072 3068 2440 1495 922 2954 1892 3396 3638 4869 815 1044 1555 1448 3215 3076
1916 3127 2023 2390 2034 4340 2240 6574 2615 8262 12886 21616 17030 14978 12322 13856 7091 6448 32070 14480
1205 4464 2010 1112 1210 5634 3603 2901 684 2598 1412 5074 5119 2929 1684 4557 1038 2856 3954 2432
1405 2694 1172 1885 465 2301 3108 3829 653 4688 483 1133 1466 1391 699 660 497 412 1025 1215
3468 6763 3920 2812 2641 9705 4541 4283 3966 5921 4531 9409 11798 8701 3464 3948 3092 3533 8997 8464
1910 2711 1980 2132 1609 2472 3448 6472 1150 2497 3773 5602 5813 5131 3324 1529 1402 2190 5475 4708
180 446 215 350 295 455 603 567 333 926 485 904 1094 1311 480 966 284 447 1067 746
325 569 276 241 294 669 520 795 331 896 300 669 950 1734 748 565 572 301 1115 348
1022 6178 914 1176 1871 5396 4800 4370 2803 3173 2396 9366 7623 9905 2573 3274 1173 3094 6260 4946
259 580 458 140 240 511 285 622 188 539 436 898 1253 1162 459 388 199 415 685 608
1885 4263 2009 1380 1414 1804 1061 4161 962 2707 3221 7524 3812 6088 2389 2315 1997 1064 8099 5373
938 2262 1572 785 1725 4254 3241 3869 1295 1896 2281 4233 4263 5507 2502 3906 2392 1820 3502 3105
1093 1438 973 1124 710 2541 797 3043 575 2211 881 2466 3002 2893 1373 2200 649 866 2436 2219
145 289 250 167 194 525 563 445 216 240 356 581 762 1047 361 222 263 193 685 589
2700 4845 2774 2875 1136 4583 8601 4992 1655 8166 3161 5428 7309 6078 2845 3165 3293 3679 9188 5676
1398 3081 1312 1564 1574 3519 2123 1795 873 4682 4950 1853 4703 4762 2372 4013 1498 1761 2821 4125
1520 6149 1367 1936 1719 6511 2143 8432 1487 6234 5709 4408 2730 12961 3434 4219 3454 3674 9244 4677
598 2977 1242 746 1363 1705 3025 5045 2161 6074 1280 6674 3677 5657 1796 2212 632 2509 3956 2782
302 847 751 309 419 1077 569 1410 405 1314 526 1005 2610 2951 1019 637 404 302 1606 1290
469 1128 818 667 315 1061 1058 1765 430 1510 873 2007 1690 1651 454 1354 525 752 2039 2235
1360 3826 2797 2923 1514 11197 4451 6644 1853 7503 5108 9573 7324 13639 3563 3675 2533 3747 4850 4088
1351 2716 1885 1308 1216 5773 2308 5940 1296 1753 3229 8164 3474 10825 1780 2246 1673 2364 5345 2738
5056 7758 6560 4300 6785 4902 8899 19438 6085 11763 12293 12375 15528 15746 6315 5544 5992 6743 17438 7947
1331 4471 3598 1488 1979 4843 3639 5787 1127 5875 5257 9749 16042 25532 5619 10544 7902 5927 28861 8196
1349 2572 1874 1095 2067 5160 4280 5044 898 3429 3244 5967 5662 7406 2068 3649 2885 2144 2058 5711
91 283 154 142 118 463 357 570 159 315 403 868 1976 1093 771 918 418 388 784 722
2315 3177 1857 1103 1197 6169 1879 3790 1749 4645 2177 6035 6981 6593 2234 3089 2784 2944 3129 4185
757 3617 953 710 1737 1942 1335 1969 943 3054 615 965 1900 1118 561 1472 474 873 1259 1159
3564 5028 3182 3056 3420 5890 6382 6878 3197 6841 8410 18270 28710 18287 9714 11013 8273 12477 14822 8407
4332 6498 3425 3562 2389 6206 7123 8480 2630 8181 4645 11205 13200 14658 5881 8671 4518 9018 15957 8899
1310 2630 1302 918 870 4732 2286 1615 2116 4631 3105 7561 4041 2648 2392 2510 1018 1753 7632 3169
1916 4741 1884 1366 1370 4081 5020 9186 2525 3367 2162 4989 6365 5693 3510 2765 3542 2095 9228 5333
3065 8487 2720 2325 2050 8483 12932 9072 4698 9059 2548 22390 6676 5106 7896 4408 5732 5645 8507 12984
470 1383 522 933 327 1365 1144 1841 562 2154 798 2469 2466 2402 1026 1236 834 1081 2228 2239
990 2485 377 967 776 2013 1924 3843 1342 2505 2694 2827 2364 2016 951 956 1243 2053 2833 4404
570 1439 907 1141 483 1120 815 1802 688 1592 475 1316 777 652 433 1119 233 612 1101 1742
1140 1973 2833 1465 1231 5234 1844 7666 1325 2826 3555 5947 4674 8374 1404 4627 3214 2095 6665 2776
268 1453 921 514 525 2052 665 2003 279 2078 1067 1705 2123 3507 973 1381 1361 774 1515 1376
2399 5347 2874 2132 690 3019 4685 3976 1315 6577 1874 4641 6892 7578 4091 2591 1632 1840 7887 3410
1362 2810 697 872 1054 3237 1235 5795 933 3042 1876 4323 3790 5134 1102 2568 1552 1566 1086 3314
270 1564 494 621 229 2097 728 2056 240 1587 1108 1568 1614 1509 639 1108 320 822 737 722
860 3357 865 1251 946 3536 2942 2662 958 3393 4766 10188 10223 5661 5236 1706 1882 2177 11646 5819
233 284 491 243 170 639 642 633 316 561 373 928 884 810 503 513 372 289 571 602
396 771 466 530 294 598 877 1638 484 1122 670 1204 1022 1023 602 1100 504 624 1694 1507
1342 6741 1056 2047 1655 6976 4369 5185 988 5480 3076 7482 5371 6331 1102 2562 1507 932 6678 4662
215 850 268 235 336 532 229 775 94 625 480 1068 1517 1054 832 850 414 502 1018 1002
651 2390 1547 1537 948 2487 1585 3552 948 2189 1536 4731 2491 3548 1623 1651 1258 1139 2247 1548
342 835 273 858 606 915 1162 1556 788 1470 941 1890 2195 2119 706 998 636 1275 3615 1406
434 1488 970 457 747 1486 2038 3284 640 3083 1880 2144 2803 1909 911 1890 797 1026 5089 1433
1751 2208 817 1289 1291 4575 2728 5054 955 2956 2968 6423 8674 7009 2464 3061 1387 2127 5502 2468
660 2912 1628 1128 1454 3508 2129 2804 497 1484 339 601 769 1023 412 616 382 322 943 902
1169 2289 2438 2185 1924 1868 3286 3712 1339 3443 1389 6242 4019 4742 2445 1809 1667 1569 4128 4759
652 1866 1048 939 740 1697 2761 4409 1368 2942 2355 4655 4136 3215 2194 1661 1541 1912 3515 3918
198 827 568 374 405 695 544 464 473 1237 396 555 800 2021 678 706 368 490 2076 544
2642 8490 3144 3034 2159 5189 6487 3989 1775 7811 4395 9570 14857 8701 4701 6158 3532 3030 11505 6930
749 2534 865 494 1314 2567 1737 3095 686 914 536 1052 1015 1490 914 955 566 442 804 856
635 2032 2053 939 932 2620 2037 5405 884 2551 1432 4060 3504 4419 2467 3134 1250 1042 2975 2757
1471 4401 2723 1289 1735 3909 2380 3333 1507 2062 3065 4137 3531 5692 2046 2296 2443 1420 6806 2743
167 269 279 121 167 353 425 358 129 473 265 350 516 375 331 117 226 132 455 670
844 2004 2259 1844 1105 4042 2437 4259 1040 2657 2334 4461 2536 4287 2505 2402 1797 1212 5357 1612
389 792 464 248 154 1478 652 995 338 674 648 1319 1035 892 679 724 396 365 1288 1185
2946 3406 2289 2996 2359 5525 4894 5818 1476 5570 4934 9139 6336 9148 5454 3340 4381 4043 7753 6414
516 1137 396 348 355 1196 958 3371 800 1847 365 841 905 1116 388 694 184 291 616 776
2054 8074 4315 3292 3994 10524 6349 10835 5610 7074 2852 2833 3842 6718 3053 2086 2314 1599 4174 3236
841 1303 1385 1570 1480 2349 2891 1616 1189 4096 1194 4193 2476 3963 2062 2751 838 1800 3496 2181
931 2598 1172 1454 798 2361 1559 2796 1144 2522 1594 4453 3249 5350 2412 2451 1407 1103 3049 3102
1173 3215 1863 845 1493 3428 3028 3534 1142 4443 1697 5399 5808 7046 1894 3123 1418 2484 7407 2841
847 3777 1030 719 986 3367 3716 2730 1641 2031 3170 8582 6581 5344 2973 2996 1951 3427 4956 2542
268 1023 396 150 227 313 569 709 239 690 422 895 1248 825 388 555 499 306 956 680
1974 5527 3335 2008 2092 7459 5248 9795 2673 6245 2774 6465 12558 15039 2947 3354 2848 1339 8689 3907
907 2441 2916 1338 837 5338 3366 4074 1111 3682 2154 7374 5222 4142 2932 3558 2234 2531 5883 3930
711 1981 791 798 415 1459 759 1546 974 2606 2156 5685 5743 2598 1889 1096 1100 1750 4617 4717
733 3903 1867 1405 1721 3787 4153 2980 1005 8475 2640 5572 5203 7084 3889 3259 1554 1672 4877 4366
1274 3025 1157 925 787 2864 3757 2555 1274 3239 1975 2723 6297 3072 761 2058 2279 982 4150 5750
2251 6854 3608 3623 3566 10592 9001 7676 2741 10128 9955 8279 7582 7698 3616 7736 5665 5234 10767 7906
370 1268 536 979 639 2141 1773 1770 325 850 1028 1747 2018 2302 1033 1594 551 822 3567 1198
952 3905 1373 1006 981 2695 1762 9007 660 4822 2450 6991 4157 10536 1452 3712 1835 3565 3550 3357
1592 3956 680 2009 1607 5939 3101 6246 2937 4520 2620 8984 4474 5468 3507 1910 3020 1552 5148 3472
363 950 662 348 803 2052 2105 2295 548 1660 642 2989 1960 4847 732 1020 922 756 1377 2433
987 3051 2686 1609 1313 4094 3927 3874 1971 3383 2507 5090 6120 2940 2731 2879 1953 1987 5393 5053
458 1846 518 458 509 1075 1552 2344 355 1183 1209 2440 1641 3305 380 1124 667 1207 1690 1416
1114 1626 1678 1014 696 3493 3669 2567 815 3621 1432 3250 3652 2874 2000 1856 1664 1171 1610 2221
580 1094 695 475 778 1246 1672 3139 408 845 397 1518 1393 2029 1166 886 1059 809 1513 1819
1309 5345 1508 1479 1196 6427 4956 7634 2154 3672 3571 5882 5383 6623 2568 3466 2978 3322 7412 9271
532 930 489 381 478 1510 1518 1051 505 526 408 1079 1108 2539 806 906 985 468 689 1749
2291 3983 2509 1123 2915 3514 1874 4689 2012 2900 674 2726 1548 1786 1848 1171 791 559 1676 1132
2025 7501 2150 2371 1685 3958 3651 6997 3771 4230 5598 6261 5071 11755 4983 3181 2985 2400 7429 6487
2502 2737 1682 1638 2019 4181 1793 3883 1265 2869 2486 4602 4747 5857 3083 2346 1172 1925 5154 1859
1420 4889 1313 2060 1864 3517 1445 3501 1709 3849 3684 4981 5242 5281 2065 1911 1406 1220 4119 3142
1079 6016 2284 1090 1251 3684 3217 3541 1925 4588 2040 5732 4173 3667 2616 3316 3931 2023 4252 3343
82 359 123 148 123 255 248 468 127 268 280 289 522 370 221 220 106 124 288 554
1222 2086 720 1174 941 2331 2085 2240 410 2239 1552 4741 3352 5334 990 2632 1617 1683 3207 2115
1748 8665 2153 2129 1904 4235 5906 6833 1336 7640 2349 4455 7155 6480 3990 5210 2764 3300 5957 7117
717 2310 1403 2405 838 1860 3217 4103 1144 2558 1596 1539 4638 6691 1052 1834 2011 1449 5868 2396
1122 2933 922 1272 671 3520 5498 3691 1856 2433 1338 4270 6709 3545 2333 2423 1948 1004 3419 2597
745 1382 514 631 880 2512 1385 1140 444 1023 1252 2297 1545 1192 928 1198 934 745 3582 2659
675 2605 470 901 714 2616 1861 3060 642 1815 1609 4889 3242 3865 1392 1293 618 983 2186 2566
788 6651 2115 2540 1549 3632 5029 4507 1082 9325 5258 9968 3033 7590 3667 2935 2422 3665 6346 3823
352 722 567 503 585 676 980 925 682 1172 515 3084 2161 2129 1105 925 779 441 2681 1184
2788 7451 4771 6078 7620 9241 8059 18536 2235 8649 8226 18694 15101 24491 4967 6797 5383 5526 17436 9654
431 773 461 577 761 2002 887 1342 436 1839 756 2305 1737 2799 875 1937 632 652 2569 1835
2123 3097 3021 1284 1979 4226 2816 7237 2742 5226 2117 11587 5645 4780 4498 3619 4306 3214 8063 4481
470 1220 220 331 551 1191 1258 1526 715 811 1251 2023 2917 3925 1112 1107 497 369 1737 1825
1725 7027 2533 4142 2257 8586 8052 11817 3046 11189 2149 10807 7791 15483 3342 3758 2866 3813 9628 7188
689 2599 1599 1861 1147 3098 2616 3639 1401 5276 3557 4501 3301 6690 3593 1688 2079 972 9588 4192
1544 4052 2627 2475 1641 6943 7547 6629 2546 3972 4147 6299 11245 2822 3308 2680 1121 1940 3613 2533
1382 4401 1272 2201 1212 2401 3465 4642 1534 2564 2395 5542 4931 7803 3335 2173 1516 2709 3850 3697
2757 8371 3302 5296 3559 10790 6759 7955 3706 7545 5969 11264 18151 10150 4562 4607 2785 5772 9104 11534
2297 5508 2872 2690 1661 4579 3185 4580 1120 5987 5182 5195 13473 13248 4596 4453 2331 4126 9174 4357
477 1406 474 404 632 2052 1327 1125 499 1460 937 2149 1880 1820 1058 1084 688 700 1550 2206
1180 4996 1045 1186 711 4141 2083 4101 1249 3451 934 3389 6263 4283 1781 4086 1656 970 3649 2440
719 1961 663 959 726 2070 1869 1994 849 1595 1079 2043 2411 2790 895 1267 1525 1427 1747 1583
252 552 269 255 164 712 774 453 240 792 507 647 583 837 381 460 418 309 557 374
1341 4147 2531 1240 1474 2094 5385 3838 1162 3961 2887 7614 6278 7952 2776 4500 2038 1890 6126 8313
